,YearMonth,PostalCode,CustomerClass,TotalGallons
5356,2014-11-01,78727,Irrigation - Multi-Family,2905500
5357,2014-11-01,78727,Multi-Family,20058400
5358,2014-11-01,78727,Residential,39025300
5359,2014-11-01,78728,Irrigation - Multi-Family,1510500
5360,2014-11-01,78728,Multi-Family,7204400
5361,2014-11-01,78728,Residential,4776100
5362,2014-11-01,78729,Irrigation - Residential,5300
5363,2014-11-01,78729,Multi-Family,19562900
5364,2014-11-01,78729,Irrigation - Multi-Family,3779000
5365,2014-11-01,78729,Residential,22742900
5366,2014-11-01,78730,Irrigation - Residential,146800
5367,2014-11-01,78730,Irrigation - Multi-Family,1100200
5368,2014-11-01,78730,Multi-Family,4673700
5369,2014-11-01,78730,Residential,31295700
5370,2014-11-01,78731,Residential,65462600
5371,2014-11-01,78731,Irrigation - Multi-Family,759900
5372,2014-11-01,78731,Multi-Family,18807100
5373,2014-11-01,78731,Irrigation - Residential,367100
5374,2014-11-01,78732,Residential,646800
5375,2014-11-01,78733,Residential,49100
5376,2014-11-01,78735,Multi-Family,8907100
5377,2014-11-01,78735,Residential,22209200
5378,2014-11-01,78735,Irrigation - Multi-Family,915800
5379,2014-11-01,78736,Multi-Family,2370900
5380,2014-11-01,78736,Irrigation - Residential,23100
5381,2014-11-01,78736,Residential,13032400
5382,2014-11-01,78736,Irrigation - Multi-Family,274300
5383,2014-11-01,78737,Residential,7605900
5384,2014-11-01,78737,Irrigation - Residential,8600
5385,2014-11-01,78738,Residential,6700
5386,2014-11-01,78739,Residential,53838300
5387,2014-11-01,78741,Irrigation - Multi-Family,2352200
5388,2014-11-01,78741,Multi-Family,82608000
5389,2014-11-01,78741,Residential,17756400
5390,2014-11-01,78741,Irrigation - Residential,8400
5391,2014-11-01,78742,Multi-Family,787100
5392,2014-11-01,78742,Residential,481100
5393,2014-11-01,78744,Multi-Family,25953700
5394,2014-11-01,78744,Irrigation - Multi-Family,1420200
5395,2014-11-01,78744,Residential,46661800
5396,2014-11-01,78744,Irrigation - Residential,25600
5397,2014-11-01,78745,Multi-Family,31100600
5398,2014-11-01,78745,Irrigation - Multi-Family,3036700
5399,2014-11-01,78745,Irrigation - Residential,97300
5400,2014-11-01,78745,Residential,70957100
5401,2014-11-01,78746,Multi-Family,12862200
5402,2014-11-01,78746,Residential,34570800
5403,2014-11-01,78746,Irrigation - Residential,288900
5404,2014-11-01,78746,Irrigation - Multi-Family,654400
5405,2014-11-01,78747,Residential,24404700
5406,2014-11-01,78747,Multi-Family,7698500
5407,2014-11-01,78747,Irrigation - Multi-Family,725300
5408,2014-11-01,78747,Irrigation - Residential,75300
5409,2014-11-01,78748,Multi-Family,18976800
5410,2014-11-01,78748,Irrigation - Residential,25200
5411,2014-11-01,78748,Residential,65482000
5412,2014-11-01,78748,Irrigation - Multi-Family,6667600
5413,2014-11-01,78749,Irrigation - Residential,42800
5414,2014-11-01,78749,Irrigation - Multi-Family,4904900
5415,2014-11-01,78749,Residential,65370000
5416,2014-11-01,78749,Multi-Family,16738500
5417,2014-11-01,78750,Irrigation - Residential,2800
5418,2014-11-01,78750,Residential,56127200
5419,2014-11-01,78750,Multi-Family,15538900
5420,2014-11-01,78750,Irrigation - Multi-Family,1950600
5421,2014-11-01,78751,Irrigation - Multi-Family,513200
5422,2014-11-01,78751,Residential,16414400
5423,2014-11-01,78751,Irrigation - Residential,94300
5424,2014-11-01,78751,Multi-Family,12742700
5425,2014-11-01,78752,Irrigation - Multi-Family,26400
5426,2014-11-01,78752,Residential,12231600
5427,2014-11-01,78752,Multi-Family,17947800
5428,2014-11-01,78753,Multi-Family,50195200
5429,2014-11-01,78753,Irrigation - Multi-Family,3671400
5430,2014-11-01,78753,Irrigation - Residential,1600
5431,2014-11-01,78753,Residential,38677400
5432,2014-11-01,78754,Irrigation - Multi-Family,1615100
5433,2014-11-01,78754,Irrigation - Residential,24800
5434,2014-11-01,78754,Multi-Family,16548200
5435,2014-11-01,78754,Residential,20699300
5436,2014-11-01,78756,Irrigation - Multi-Family,344500
5437,2014-11-01,78756,Irrigation - Residential,49000
5438,2014-11-01,78756,Multi-Family,6891600
5439,2014-11-01,78756,Residential,11766800
5440,2014-11-01,78757,Irrigation - Residential,23000
5441,2014-11-01,78757,Multi-Family,14468300
5442,2014-11-01,78757,Irrigation - Multi-Family,384400
5443,2014-11-01,78757,Residential,33757400
5444,2014-11-01,78758,Irrigation - Multi-Family,2723200
5445,2014-11-01,78758,Residential,39631500
5446,2014-11-01,78758,Multi-Family,52880000
5447,2014-11-01,78758,Irrigation - Residential,31400
5448,2014-11-01,78759,Irrigation - Multi-Family,1334200
5449,2014-11-01,78759,Irrigation - Residential,113800
5450,2014-11-01,78759,Multi-Family,34512300
5451,2014-11-01,78759,Residential,69067400
5452,2014-12-01,78613,Multi-Family,975800
5453,2014-12-01,78613,Irrigation - Multi-Family,239800
5454,2014-12-01,78617,Multi-Family,3127600
5455,2014-12-01,78617,Residential,19189300
5456,2014-12-01,78617,Irrigation - Residential,4900
5457,2014-12-01,78652,Multi-Family,44400
5458,2014-12-01,78652,Irrigation - Residential,78700
5459,2014-12-01,78652,Residential,769700
5460,2014-12-01,78653,Multi-Family,160300
5461,2014-12-01,78653,Residential,1777500
5462,2014-12-01,78660,Irrigation - Multi-Family,43900
5463,2014-12-01,78660,Multi-Family,4082800
5464,2014-12-01,78660,Residential,7398600
5465,2014-12-01,78660,Irrigation - Residential,10000
5466,2014-12-01,78701,Residential,765600
5467,2014-12-01,78701,Irrigation - Multi-Family,334400
5468,2014-12-01,78701,Irrigation - Residential,16800
5469,2014-12-01,78701,Multi-Family,13500900
5470,2014-12-01,78702,Residential,23797200
5471,2014-12-01,78702,Multi-Family,10530400
5472,2014-12-01,78702,Irrigation - Multi-Family,551700
5473,2014-12-01,78702,Irrigation - Residential,18200
5474,2014-12-01,78703,Irrigation - Residential,552600
5475,2014-12-01,78703,Residential,41759200
5476,2014-12-01,78703,Irrigation - Multi-Family,696700
5477,2014-12-01,78703,Multi-Family,12680000
5478,2014-12-01,78704,Irrigation - Multi-Family,986600
5479,2014-12-01,78704,Residential,37828400
5480,2014-12-01,78704,Multi-Family,45823200
5481,2014-12-01,78704,Irrigation - Residential,105800
5482,2014-12-01,78705,Residential,8277300
5483,2014-12-01,78705,Irrigation - Multi-Family,571100
5484,2014-12-01,78705,Multi-Family,34425400
5485,2014-12-01,78705,Irrigation - Residential,32900
5486,2014-12-01,78717,Residential,23275500
5487,2014-12-01,78717,Irrigation - Multi-Family,2343800
5488,2014-12-01,78717,Irrigation - Residential,4200
5489,2014-12-01,78717,Multi-Family,9632900
5490,2014-12-01,78719,Multi-Family,432900
5491,2014-12-01,78719,Residential,1444100
5492,2014-12-01,78721,Irrigation - Residential,4100
5493,2014-12-01,78721,Residential,13042800
5494,2014-12-01,78721,Irrigation - Multi-Family,7000
5495,2014-12-01,78721,Multi-Family,4795900
5496,2014-12-01,78722,Multi-Family,2783200
5497,2014-12-01,78722,Irrigation - Multi-Family,57600
5498,2014-12-01,78722,Residential,7302400
5499,2014-12-01,78723,Irrigation - Multi-Family,184700
5500,2014-12-01,78723,Residential,29842900
5501,2014-12-01,78723,Irrigation - Residential,0
5502,2014-12-01,78723,Multi-Family,22526400
5503,2014-12-01,78724,Irrigation - Residential,13500
5504,2014-12-01,78724,Multi-Family,12069900
5505,2014-12-01,78724,Irrigation - Multi-Family,88500
5506,2014-12-01,78724,Residential,18417600
5507,2014-12-01,78725,Residential,2245200
5508,2014-12-01,78725,Multi-Family,147800
5509,2014-12-01,78726,Irrigation - Residential,2200
5510,2014-12-01,78726,Irrigation - Multi-Family,2639800
5511,2014-12-01,78726,Residential,13139500
5512,2014-12-01,78726,Multi-Family,10665200
5513,2014-12-01,78727,Irrigation - Multi-Family,2439000
5514,2014-12-01,78727,Irrigation - Residential,3500
5515,2014-12-01,78727,Multi-Family,19996900
5516,2014-12-01,78727,Residential,29936000
5517,2014-12-01,78728,Irrigation - Residential,1600
5518,2014-12-01,78728,Multi-Family,6991300
5519,2014-12-01,78728,Irrigation - Multi-Family,1110600
5520,2014-12-01,78728,Residential,3941500
5521,2014-12-01,78729,Irrigation - Multi-Family,2367900
5522,2014-12-01,78729,Irrigation - Residential,4900
5523,2014-12-01,78729,Residential,18106800
5524,2014-12-01,78729,Multi-Family,20083600
5525,2014-12-01,78730,Irrigation - Residential,83400
5526,2014-12-01,78730,Residential,18436400
5527,2014-12-01,78730,Irrigation - Multi-Family,936500
5528,2014-12-01,78730,Multi-Family,4112900
5529,2014-12-01,78731,Irrigation - Multi-Family,647600
5530,2014-12-01,78731,Irrigation - Residential,250600
5531,2014-12-01,78731,Residential,48633500
5532,2014-12-01,78731,Multi-Family,17470200
5533,2014-12-01,78732,Residential,649100
5534,2014-12-01,78733,Residential,42800
5535,2014-12-01,78735,Irrigation - Multi-Family,262800
5536,2014-12-01,78735,Multi-Family,7922300
5537,2014-12-01,78735,Residential,14925500
5538,2014-12-01,78736,Irrigation - Residential,22800
5539,2014-12-01,78736,Irrigation - Multi-Family,132500
5540,2014-12-01,78736,Multi-Family,1994000
5541,2014-12-01,78736,Residential,9576700
5542,2014-12-01,78737,Irrigation - Residential,5300
5543,2014-12-01,78737,Residential,4639600
5544,2014-12-01,78738,Residential,5400
5545,2014-12-01,78739,Residential,32679200
5546,2014-12-01,78741,Irrigation - Multi-Family,1855100
5547,2014-12-01,78741,Irrigation - Residential,3600
5548,2014-12-01,78741,Multi-Family,79524200
5549,2014-12-01,78741,Residential,16762900
5550,2014-12-01,78742,Multi-Family,738100
5551,2014-12-01,78742,Residential,449700
5552,2014-12-01,78744,Multi-Family,26074400
5553,2014-12-01,78744,Irrigation - Multi-Family,1199600
5554,2014-12-01,78744,Irrigation - Residential,24000
5555,2014-12-01,78744,Residential,43978600
5556,2014-12-01,78745,Irrigation - Multi-Family,2313700
5557,2014-12-01,78745,Irrigation - Residential,37400
5558,2014-12-01,78745,Multi-Family,30086700
5559,2014-12-01,78745,Residential,62740900
5560,2014-12-01,78746,Multi-Family,11244200
5561,2014-12-01,78746,Irrigation - Multi-Family,311500
5562,2014-12-01,78746,Residential,27551000
5563,2014-12-01,78746,Irrigation - Residential,155500
5564,2014-12-01,78747,Multi-Family,7020400
5565,2014-12-01,78747,Irrigation - Residential,41100
5566,2014-12-01,78747,Irrigation - Multi-Family,334000
5567,2014-12-01,78747,Residential,20314700
5568,2014-12-01,78748,Irrigation - Residential,15700
5569,2014-12-01,78748,Residential,56029600
5570,2014-12-01,78748,Multi-Family,17396400
5571,2014-12-01,78748,Irrigation - Multi-Family,2714900
5572,2014-12-01,78749,Irrigation - Residential,44200
5573,2014-12-01,78749,Residential,48180100
5574,2014-12-01,78749,Multi-Family,17142500
5575,2014-12-01,78749,Irrigation - Multi-Family,3101000
5576,2014-12-01,78750,Irrigation - Residential,0
5577,2014-12-01,78750,Irrigation - Multi-Family,1024800
5578,2014-12-01,78750,Multi-Family,14822000
5579,2014-12-01,78750,Residential,40181700
5580,2014-12-01,78751,Irrigation - Residential,36900
5581,2014-12-01,78751,Residential,14008900
5582,2014-12-01,78751,Multi-Family,12057200
5583,2014-12-01,78751,Irrigation - Multi-Family,264900
5584,2014-12-01,78752,Residential,10680900
5585,2014-12-01,78752,Irrigation - Multi-Family,42300
5586,2014-12-01,78752,Multi-Family,17220400
5587,2014-12-01,78753,Irrigation - Multi-Family,2799200
5588,2014-12-01,78753,Irrigation - Residential,1800
5589,2014-12-01,78753,Residential,36271500
5590,2014-12-01,78753,Multi-Family,47800400
5591,2014-12-01,78754,Irrigation - Multi-Family,694200
5592,2014-12-01,78754,Residential,18280700
5593,2014-12-01,78754,Multi-Family,14338800
5594,2014-12-01,78754,Irrigation - Residential,20500
5595,2014-12-01,78756,Multi-Family,6553400
5596,2014-12-01,78756,Residential,9534300
5597,2014-12-01,78756,Irrigation - Residential,31800
5598,2014-12-01,78756,Irrigation - Multi-Family,301400
5599,2014-12-01,78757,Irrigation - Multi-Family,127200
5600,2014-12-01,78757,Irrigation - Residential,5200
5601,2014-12-01,78757,Multi-Family,13887800
5602,2014-12-01,78757,Residential,27669700
5603,2014-12-01,78758,Irrigation - Multi-Family,1575000
5604,2014-12-01,78758,Multi-Family,51072000
5605,2014-12-01,78758,Irrigation - Residential,11000
5606,2014-12-01,78758,Residential,36205100
5607,2014-12-01,78759,Multi-Family,31521600
5608,2014-12-01,78759,Irrigation - Residential,30200
5609,2014-12-01,78759,Residential,48440000
5610,2014-12-01,78759,Irrigation - Multi-Family,601700
5611,2015-01-01,78613,Multi-Family,1083400
5612,2015-01-01,78613,Irrigation - Multi-Family,86300
5613,2015-01-01,78617,Multi-Family,3470600
5614,2015-01-01,78617,Irrigation - Residential,6600
5615,2015-01-01,78617,Residential,20347600
5616,2015-01-01,78652,Residential,905600
5617,2015-01-01,78652,Multi-Family,35900
5618,2015-01-01,78652,Irrigation - Residential,82200
5619,2015-01-01,78653,Multi-Family,206400
5620,2015-01-01,78653,Residential,1997800
5621,2015-01-01,78660,Multi-Family,4708100
5622,2015-01-01,78660,Irrigation - Residential,9600
5623,2015-01-01,78660,Irrigation - Multi-Family,0
5624,2015-01-01,78660,Residential,9595400
5625,2015-01-01,78701,Irrigation - Multi-Family,636300
5626,2015-01-01,78701,Irrigation - Residential,20900
5627,2015-01-01,78701,Multi-Family,14459000
5628,2015-01-01,78701,Residential,784400
5629,2015-01-01,78702,Irrigation - Multi-Family,523000
5630,2015-01-01,78702,Residential,26975500
5631,2015-01-01,78702,Multi-Family,10811500
5632,2015-01-01,78702,Irrigation - Residential,38200
5633,2015-01-01,78703,Irrigation - Residential,415000
5634,2015-01-01,78703,Multi-Family,13782500
5635,2015-01-01,78703,Residential,44526900
5636,2015-01-01,78703,Irrigation - Multi-Family,679900
5637,2015-01-01,78704,Irrigation - Multi-Family,692200
5638,2015-01-01,78704,Multi-Family,50321200
5639,2015-01-01,78704,Residential,41614900
5640,2015-01-01,78704,Irrigation - Residential,156700
5641,2015-01-01,78705,Irrigation - Residential,24500
5642,2015-01-01,78705,Residential,8179300
5643,2015-01-01,78705,Irrigation - Multi-Family,462000
5644,2015-01-01,78705,Multi-Family,30411900
5645,2015-01-01,78717,Irrigation - Multi-Family,1619000
5646,2015-01-01,78717,Residential,25159700
5647,2015-01-01,78717,Multi-Family,9685200
5648,2015-01-01,78717,Irrigation - Residential,5900
5649,2015-01-01,78719,Residential,1596200
5650,2015-01-01,78719,Multi-Family,510900
5651,2015-01-01,78721,Irrigation - Residential,3600
5652,2015-01-01,78721,Irrigation - Multi-Family,26000
5653,2015-01-01,78721,Residential,14454400
5654,2015-01-01,78721,Multi-Family,5085900
5655,2015-01-01,78722,Multi-Family,2936600
5656,2015-01-01,78722,Residential,7779500
5657,2015-01-01,78722,Irrigation - Multi-Family,25400
5658,2015-01-01,78723,Irrigation - Residential,0
5659,2015-01-01,78723,Irrigation - Multi-Family,152100
5660,2015-01-01,78723,Multi-Family,24941300
5661,2015-01-01,78723,Residential,35323900
5662,2015-01-01,78724,Irrigation - Residential,17300
5663,2015-01-01,78724,Multi-Family,13847100
5664,2015-01-01,78724,Irrigation - Multi-Family,50100
5665,2015-01-01,78724,Residential,21194100
5666,2015-01-01,78725,Multi-Family,172900
5667,2015-01-01,78725,Residential,2580000
5668,2015-01-01,78726,Irrigation - Multi-Family,2019000
5669,2015-01-01,78726,Irrigation - Residential,6000
5670,2015-01-01,78726,Multi-Family,14602400
5671,2015-01-01,78726,Residential,13627700
5672,2015-01-01,78727,Irrigation - Residential,0
5673,2015-01-01,78727,Irrigation - Multi-Family,1031900
5674,2015-01-01,78727,Multi-Family,22021800
5675,2015-01-01,78727,Residential,35442700
5676,2015-01-01,78728,Irrigation - Multi-Family,903300
5677,2015-01-01,78728,Multi-Family,7488500
5678,2015-01-01,78728,Irrigation - Residential,3000
5679,2015-01-01,78728,Residential,4567900
5680,2015-01-01,78729,Irrigation - Multi-Family,1496600
5681,2015-01-01,78729,Residential,19458800
5682,2015-01-01,78729,Irrigation - Residential,3100
5683,2015-01-01,78729,Multi-Family,21902100
5684,2015-01-01,78730,Irrigation - Multi-Family,207100
5685,2015-01-01,78730,Multi-Family,4668100
5686,2015-01-01,78730,Irrigation - Residential,113200
5687,2015-01-01,78730,Residential,16299300
5688,2015-01-01,78731,Residential,47424700
5689,2015-01-01,78731,Irrigation - Multi-Family,649400
5690,2015-01-01,78731,Multi-Family,18416100
5691,2015-01-01,78731,Irrigation - Residential,186000
5692,2015-01-01,78732,Residential,644400
5693,2015-01-01,78733,Residential,50700
5694,2015-01-01,78735,Multi-Family,8168700
5695,2015-01-01,78735,Irrigation - Multi-Family,341400
5696,2015-01-01,78735,Residential,14776700
5697,2015-01-01,78736,Irrigation - Multi-Family,104200
5698,2015-01-01,78736,Multi-Family,2205600
5699,2015-01-01,78736,Residential,9906600
5700,2015-01-01,78736,Irrigation - Residential,20700
5701,2015-01-01,78737,Irrigation - Residential,6700
5702,2015-01-01,78737,Residential,5109300
5703,2015-01-01,78738,Residential,7700
5704,2015-01-01,78739,Residential,32201200
5705,2015-01-01,78741,Residential,18085400
5706,2015-01-01,78741,Irrigation - Residential,4500
5707,2015-01-01,78741,Multi-Family,82833000
5708,2015-01-01,78741,Irrigation - Multi-Family,1423500
5709,2015-01-01,78742,Multi-Family,808000
5710,2015-01-01,78742,Residential,528700
5711,2015-01-01,78744,Irrigation - Multi-Family,820600
5712,2015-01-01,78744,Multi-Family,27468600
5713,2015-01-01,78744,Residential,47858700
5714,2015-01-01,78744,Irrigation - Residential,28900
5715,2015-01-01,78745,Multi-Family,32562700
5716,2015-01-01,78745,Irrigation - Multi-Family,1628400
5717,2015-01-01,78745,Irrigation - Residential,27100
5718,2015-01-01,78745,Residential,68857800
5719,2015-01-01,78746,Irrigation - Residential,175500
5720,2015-01-01,78746,Residential,31952800
5721,2015-01-01,78746,Multi-Family,11471900
5722,2015-01-01,78746,Irrigation - Multi-Family,229600
5723,2015-01-01,78747,Multi-Family,7527400
5724,2015-01-01,78747,Irrigation - Multi-Family,124200
5725,2015-01-01,78747,Irrigation - Residential,0
5726,2015-01-01,78747,Residential,20910100
5727,2015-01-01,78748,Irrigation - Multi-Family,2156500
5728,2015-01-01,78748,Residential,59509800
5729,2015-01-01,78748,Multi-Family,18911000
5730,2015-01-01,78748,Irrigation - Residential,15900
5731,2015-01-01,78749,Irrigation - Multi-Family,1527700
